date,province,wind,wind_d,rain,humidi,cloud,pressure,temp,day,month,year
2018-05-06,Ha Noi,11,S,0.6,73,26,1008,30.5,6,5,2018
2018-05-07,Ha Noi,9,SSW,0.0,62,11,1004,32.5,7,5,2018
2018-05-08,Ha Noi,9,ENE,0.2,67,16,1005,32.0,8,5,2018
2018-05-09,Ha Noi,10,ESE,18.5,82,42,1008,30.0,9,5,2018
2018-05-10,Ha Noi,8,ESE,21.0,86,72,1010,28.0,10,5,2018
2018-05-11,Ha Noi,13,SE,13.1,83,50,1009,28.5,11,5,2018
2018-05-12,Ha Noi,9,SE,9.2,77,75,1009,30.0,12,5,2018
2018-05-13,Ha Noi,8,SE,4.5,77,59,1010,29.5,13,5,2018
2018-05-14,Ha Noi,9,S,2.2,71,26,1008,31.0,14,5,2018
2018-05-15,Ha Noi,14,S,0.0,65,11,1005,32.0,15,5,2018
2018-05-16,Ha Noi,12,S,2.2,63,12,1004,33.0,16,5,2018
2018-05-17,Ha Noi,10,S,0.0,61,9,1004,33.0,17,5,2018
2018-05-18,Ha Noi,7,SSE,0.0,60,12,1005,33.5,18,5,2018
2018-05-19,Ha Noi,9,SSE,0.0,61,13,1005,32.5,19,5,2018
2018-05-20,Ha Noi,13,SSE,0.0,70,14,1006,32.0,20,5,2018
2018-05-21,Ha Noi,13,SE,12.3,76,36,1008,30.5,21,5,2018
2018-05-22,Ha Noi,12,SE,3.1,74,36,1009,30.5,22,5,2018
2018-05-23,Ha Noi,11,SSE,1.3,72,32,1009,31.0,23,5,2018
2018-05-24,Ha Noi,13,SSE,0.1,69,22,1007,31.5,24,5,2018
2018-05-25,Ha Noi,12,S,0.1,58,15,1004,33.0,25,5,2018
2018-05-26,Ha Noi,9,S,0.1,55,14,1005,34.0,26,5,2018
2018-05-27,Ha Noi,9,NE,12.3,68,38,1008,32.0,27,5,2018
2018-05-28,Ha Noi,5,SE,23.3,79,76,1010,28.0,28,5,2018
2018-05-29,Ha Noi,7,SSE,4.6,79,53,1009,29.5,29,5,2018
2018-05-30,Ha Noi,9,SSE,8.5,71,41,1009,31.0,30,5,2018
2018-05-31,Ha Noi,7,S,11.4,76,44,1009,30.5,31,5,2018
2018-06-01,Ha Noi,6,ESE,18.6,75,39,1009,31.0,1,6,2018
2018-06-02,Ha Noi,8,SE,34.5,73,54,1009,30.5,2,6,2018
2018-06-03,Ha Noi,7,SE,2.5,72,35,1007,30.5,3,6,2018
2018-06-04,Ha Noi,5,ESE,9.2,69,45,1006,31.5,4,6,2018
2018-06-05,Ha Noi,10,SSW,0.0,66,49,1007,30.0,5,6,2018
2018-06-06,Ha Noi,8,W,0.0,59,35,1005,31.0,6,6,2018
2018-06-07,Ha Noi,6,WSW,0.0,56,20,1004,33.0,7,6,2018
2018-06-08,Ha Noi,6,W,0.0,52,13,1002,33.5,8,6,2018
2018-06-09,Ha Noi,6,SSW,4.5,60,40,1001,33.0,9,6,2018
2018-06-10,Ha Noi,6,WSW,14.5,74,62,1003,31.0,10,6,2018
2018-06-11,Ha Noi,5,SSW,1.5,69,43,1002,32.0,11,6,2018
2018-06-12,Ha Noi,14,SW,0.0,61,48,1000,33.0,12,6,2018
2018-06-13,Ha Noi,16,WSW,0.0,57,45,999,33.0,13,6,2018
2018-06-14,Ha Noi,9,E,1.6,64,54,1000,31.5,14,6,2018
2018-06-15,Ha Noi,8,WNW,0.9,68,64,1002,30.5,15,6,2018
2018-06-16,Ha Noi,9,S,0.3,66,57,1003,30.5,16,6,2018
2018-06-17,Ha Noi,9,ESE,1.1,73,55,1002,30.0,17,6,2018
2018-06-18,Ha Noi,10,SE,2.3,73,56,1000,31.0,18,6,2018
2018-06-19,Ha Noi,9,SSE,4.5,67,29,1001,33.0,19,6,2018
2018-06-20,Ha Noi,6,SSW,2.3,60,24,1003,34.0,20,6,2018
2018-06-21,Ha Noi,10,SSW,0.1,54,21,1002,34.0,21,6,2018
2018-06-22,Ha Noi,9,SW,0.0,53,22,1001,34.0,22,6,2018
2018-06-23,Ha Noi,8,SW,1.5,55,28,1001,33.0,23,6,2018
2018-06-24,Ha Noi,4,SW,6.0,75,52,1003,30.0,24,6,2018
2018-06-25,Ha Noi,8,SSW,5.2,78,63,1003,28.5,25,6,2018
2018-06-26,Ha Noi,9,SSE,2.0,72,50,1007,30.0,26,6,2018
2018-06-27,Ha Noi,10,S,9.1,72,51,1008,29.5,27,6,2018
2018-06-28,Ha Noi,9,SSW,0.2,64,34,1006,30.5,28,6,2018
2018-06-29,Ha Noi,9,SSW,0.0,56,24,1002,32.5,29,6,2018
2018-06-30,Ha Noi,9,SSW,0.0,52,18,1001,34.5,30,6,2018
2018-07-01,Ha Noi,9,SW,0.2,50,17,1000,34.5,1,7,2018
2018-07-02,Ha Noi,12,SW,0.1,49,13,999,35.0,2,7,2018
2018-07-03,Ha Noi,14,SW,0.0,47,10,997,35.0,3,7,2018
2018-07-04,Ha Noi,11,SW,0.0,47,11,997,35.0,4,7,2018
2018-07-05,Ha Noi,10,SW,0.0,46,18,997,36.0,5,7,2018
2018-07-06,Ha Noi,7,SSE,0.6,51,24,998,36.0,6,7,2018
2018-07-07,Ha Noi,7,SE,9.8,64,42,1000,33.5,7,7,2018
2018-07-08,Ha Noi,7,ESE,25.2,82,71,1002,29.0,8,7,2018
2018-07-09,Ha Noi,9,ESE,8.4,75,46,1004,29.5,9,7,2018
2018-07-10,Ha Noi,7,SE,7.5,74,49,1004,30.5,10,7,2018
2018-07-11,Ha Noi,6,SSE,0.3,63,23,1003,31.5,11,7,2018
2018-07-12,Ha Noi,7,SW,0.0,58,21,1001,32.5,12,7,2018
2018-07-13,Ha Noi,6,SW,35.6,74,50,1002,29.5,13,7,2018
2018-07-14,Ha Noi,6,WSW,20.3,82,69,1002,28.5,14,7,2018
2018-07-15,Ha Noi,9,NNW,30.1,87,89,1002,27.5,15,7,2018
2018-07-16,Ha Noi,12,SW,41.4,85,71,1002,28.0,16,7,2018
2018-07-17,Ha Noi,9,SW,22.8,85,78,1003,27.5,17,7,2018
2018-07-18,Ha Noi,13,S,27.1,83,52,1002,28.0,18,7,2018
2018-07-19,Ha Noi,9,NE,19.3,90,80,1002,27.0,19,7,2018
2018-07-20,Ha Noi,7,E,38.4,90,80,1003,26.5,20,7,2018
2018-07-21,Ha Noi,13,SSE,71.3,89,78,1001,27.0,21,7,2018
2018-07-22,Ha Noi,10,WSW,0.3,73,39,1000,29.5,22,7,2018
2018-07-23,Ha Noi,8,W,0.8,65,19,1000,32.0,23,7,2018
2018-07-24,Ha Noi,7,ESE,3.6,73,28,1000,30.5,24,7,2018
2018-07-25,Ha Noi,5,SSE,17.8,77,37,1001,31.0,25,7,2018
2018-07-26,Ha Noi,10,E,36.0,80,31,1003,29.5,26,7,2018
2018-07-27,Ha Noi,8,NE,29.9,84,62,1003,28.5,27,7,2018
2018-07-28,Ha Noi,6,ENE,31.8,83,58,1003,28.5,28,7,2018
2018-07-29,Ha Noi,9,ESE,29.6,84,45,1003,28.0,29,7,2018
2018-07-30,Ha Noi,8,SW,2.7,78,49,1002,29.0,30,7,2018
2018-07-31,Ha Noi,5,SW,10.4,77,47,1003,29.5,31,7,2018
2018-08-01,Ha Noi,6,SSW,6.7,78,51,1003,30.0,1,8,2018
2018-08-02,Ha Noi,5,S,2.3,78,39,1002,29.5,2,8,2018
2018-08-03,Ha Noi,5,SSE,11.7,74,36,1001,30.0,3,8,2018
2018-08-04,Ha Noi,4,SSE,30.4,78,43,1003,30.0,4,8,2018
2018-08-05,Ha Noi,4,SSE,42.3,90,53,1005,26.5,5,8,2018
2018-08-06,Ha Noi,7,SE,19.7,81,31,1005,29.0,6,8,2018
2018-08-07,Ha Noi,6,SE,3.8,76,34,1004,30.5,7,8,2018
2018-08-08,Ha Noi,7,ESE,1.3,73,39,1004,30.5,8,8,2018
2018-08-09,Ha Noi,7,WSW,10.2,73,38,1004,30.0,9,8,2018
2018-08-10,Ha Noi,10,W,2.5,71,15,1002,31.0,10,8,2018
2018-08-11,Ha Noi,5,WNW,1.0,62,14,1000,32.0,11,8,2018
2018-08-12,Ha Noi,6,W,10.3,68,32,999,31.5,12,8,2018
2018-08-13,Ha Noi,8,W,1.7,66,13,1000,31.5,13,8,2018
2018-08-14,Ha Noi,8,W,0.1,62,13,999,32.0,14,8,2018
2018-08-15,Ha Noi,7,WSW,0.8,68,39,1000,31.5,15,8,2018
2018-08-16,Ha Noi,15,NW,23.3,85,66,999,27.5,16,8,2018
2018-08-17,Ha Noi,11,S,45.7,93,88,999,25.5,17,8,2018
2018-08-18,Ha Noi,8,NW,25.9,86,67,1002,28.0,18,8,2018
2018-08-19,Ha Noi,7,SSW,4.6,76,41,1003,30.5,19,8,2018
2018-08-20,Ha Noi,5,SSE,3.6,73,22,1002,32.0,20,8,2018
2018-08-21,Ha Noi,6,SSE,1.1,74,20,1000,31.5,21,8,2018
2018-08-22,Ha Noi,6,S,5.0,75,25,1001,32.0,22,8,2018
2018-08-23,Ha Noi,6,SSW,6.1,74,32,1002,31.5,23,8,2018
2018-08-24,Ha Noi,5,S,26.1,77,29,1003,31.5,24,8,2018
2018-08-25,Ha Noi,7,SW,3.1,74,31,1002,31.0,25,8,2018
2018-08-26,Ha Noi,8,SSW,4.0,72,22,1002,30.5,26,8,2018
2018-08-27,Ha Noi,8,SW,1.2,66,36,1003,31.5,27,8,2018
2018-08-28,Ha Noi,7,W,26.1,85,76,1003,27.0,28,8,2018
2018-08-29,Ha Noi,9,W,18.2,88,69,1000,28.0,29,8,2018
2018-08-30,Ha Noi,9,S,81.6,95,88,999,25.5,30,8,2018
2018-08-31,Ha Noi,10,SE,5.1,85,50,1004,29.0,31,8,2018
2018-09-01,Ha Noi,7,SE,10.9,80,42,1006,30.5,1,9,2018
2018-09-02,Ha Noi,7,SSE,21.5,85,56,1005,28.5,2,9,2018
2018-09-03,Ha Noi,7,ESE,16.0,84,48,1005,28.5,3,9,2018
2018-09-04,Ha Noi,4,SE,1.7,80,35,1006,29.5,4,9,2018
2018-09-05,Ha Noi,5,SSE,1.5,74,19,1005,31.0,5,9,2018
2018-09-06,Ha Noi,5,ESE,2.0,73,24,1004,31.5,6,9,2018
2018-09-07,Ha Noi,7,ENE,22.0,78,37,1007,30.0,7,9,2018
2018-09-08,Ha Noi,11,NNE,0.0,68,52,1010,27.5,8,9,2018
2018-09-09,Ha Noi,9,S,0.0,63,42,1012,28.0,9,9,2018
2018-09-10,Ha Noi,6,SSW,0.0,71,51,1013,28.0,10,9,2018
2018-09-11,Ha Noi,6,SE,0.1,74,39,1010,29.0,11,9,2018
2018-09-12,Ha Noi,6,SE,0.0,73,31,1009,29.5,12,9,2018
2018-09-13,Ha Noi,6,S,1.6,69,39,1008,30.0,13,9,2018
2018-09-14,Ha Noi,4,ESE,25.1,79,62,1010,28.0,14,9,2018
2018-09-15,Ha Noi,9,NW,0.6,72,16,1009,29.5,15,9,2018
2018-09-16,Ha Noi,13,NW,0.7,66,35,1003,30.5,16,9,2018
2018-09-17,Ha Noi,9,SW,6.6,81,74,1002,25.0,17,9,2018
2018-09-18,Ha Noi,7,E,20.7,87,66,1009,27.0,18,9,2018
2018-09-19,Ha Noi,7,SE,17.2,86,71,1012,27.5,19,9,2018
2018-09-20,Ha Noi,5,SSW,0.2,78,29,1012,29.0,20,9,2018
2018-09-21,Ha Noi,6,SE,0.0,73,6,1012,30.0,21,9,2018
2018-09-22,Ha Noi,4,S,0.0,70,6,1014,30.0,22,9,2018
2018-09-23,Ha Noi,4,SSW,0.0,70,25,1013,29.5,23,9,2018
2018-09-24,Ha Noi,5,SE,0.0,70,3,1011,31.5,24,9,2018
2018-09-25,Ha Noi,9,SE,0.0,73,27,1008,29.5,25,9,2018
2018-09-26,Ha Noi,10,SE,19.9,79,26,1008,29.5,26,9,2018
2018-09-27,Ha Noi,7,E,11.5,85,41,1009,28.0,27,9,2018
2018-09-28,Ha Noi,12,SE,8.3,81,82,1012,25.0,28,9,2018
2018-09-29,Ha Noi,9,SSW,0.0,67,35,1012,27.0,29,9,2018
2018-09-30,Ha Noi,8,NE,0.0,64,29,1012,27.5,30,9,2018
2018-10-01,Ha Noi,8,S,0.2,63,29,1015,28.0,1,10,2018
2018-10-02,Ha Noi,7,SW,0.0,58,18,1016,27.5,2,10,2018
2018-10-03,Ha Noi,7,SW,0.0,59,22,1016,27.0,3,10,2018
2018-10-04,Ha Noi,7,SSW,0.0,58,16,1016,28.0,4,10,2018
2018-10-05,Ha Noi,5,SSW,0.0,57,9,1015,28.0,5,10,2018
2018-10-06,Ha Noi,5,SSE,0.0,62,12,1014,28.5,6,10,2018
2018-10-07,Ha Noi,7,ESE,0.0,64,28,1014,28.0,7,10,2018
2018-10-08,Ha Noi,9,SE,0.0,68,27,1013,28.0,8,10,2018
2018-10-09,Ha Noi,7,ESE,3.9,69,40,1013,28.5,9,10,2018
2018-10-10,Ha Noi,15,SW,2.4,72,66,1018,23.0,10,10,2018
2018-10-11,Ha Noi,8,W,0.0,64,43,1019,24.5,11,10,2018
2018-10-12,Ha Noi,7,SE,0.0,60,31,1019,25.0,12,10,2018
2018-10-13,Ha Noi,8,ESE,0.0,74,67,1016,25.5,13,10,2018
2018-10-14,Ha Noi,14,SSE,0.6,77,66,1013,28.0,14,10,2018
2018-10-15,Ha Noi,13,SE,33.2,81,62,1013,28.5,15,10,2018
2018-10-16,Ha Noi,8,NE,10.4,82,99,1013,24.5,16,10,2018
2018-10-17,Ha Noi,9,NNE,5.4,85,100,1013,21.0,17,10,2018
2018-10-18,Ha Noi,7,ENE,3.0,83,100,1014,22.5,18,10,2018
2018-10-19,Ha Noi,6,SW,1.3,85,96,1015,24.0,19,10,2018
2018-10-20,Ha Noi,6,SW,1.8,84,89,1016,26.0,20,10,2018
2018-10-21,Ha Noi,9,ESE,1.6,81,66,1015,27.5,21,10,2018
2018-10-22,Ha Noi,11,SE,14.1,82,69,1014,27.5,22,10,2018
2018-10-23,Ha Noi,11,E,41.5,86,91,1015,25.0,23,10,2018
2018-10-24,Ha Noi,9,E,12.6,85,82,1015,25.5,24,10,2018
2018-10-25,Ha Noi,11,SE,4.9,83,55,1015,27.5,25,10,2018
2018-10-26,Ha Noi,9,ESE,13.5,79,62,1017,27.5,26,10,2018
2018-10-27,Ha Noi,9,E,1.8,74,88,1019,26.0,27,10,2018
2018-10-28,Ha Noi,8,WNW,0.0,75,86,1019,25.0,28,10,2018
2018-10-29,Ha Noi,8,SSE,0.0,64,47,1017,26.0,29,10,2018
2018-10-30,Ha Noi,10,SE,0.0,58,14,1018,26.0,30,10,2018
2018-10-31,Ha Noi,13,SW,0.0,54,13,1019,25.0,31,10,2018
2018-11-01,Ha Noi,10,WSW,0.0,49,4,1017,24.5,1,11,2018
2018-11-02,Ha Noi,7,SW,0.0,47,5,1017,25.0,2,11,2018
2018-11-03,Ha Noi,6,SW,0.0,56,1,1016,26.5,3,11,2018
2018-11-04,Ha Noi,7,SSE,0.0,73,24,1015,24.5,4,11,2018
2018-11-05,Ha Noi,6,ESE,0.3,74,33,1015,26.0,5,11,2018
2018-11-06,Ha Noi,6,ESE,0.7,76,40,1016,26.5,6,11,2018
2018-11-07,Ha Noi,8,ESE,3.5,76,37,1016,27.5,7,11,2018
2018-11-08,Ha Noi,11,SSE,1.9,72,64,1017,23.5,8,11,2018
2018-11-09,Ha Noi,6,SSW,0.1,74,80,1016,22.5,9,11,2018
2018-11-10,Ha Noi,6,S,3.4,77,83,1016,25.5,10,11,2018
2018-11-11,Ha Noi,5,ESE,2.5,86,80,1015,25.0,11,11,2018
2018-11-12,Ha Noi,7,SSE,0.7,80,75,1014,26.0,12,11,2018
2018-11-13,Ha Noi,10,ESE,2.2,82,85,1012,25.5,13,11,2018
2018-11-14,Ha Noi,10,SE,5.3,83,82,1012,26.0,14,11,2018
2018-11-15,Ha Noi,10,SE,3.8,82,76,1013,27.0,15,11,2018
2018-11-16,Ha Noi,12,SE,16.8,82,54,1013,27.0,16,11,2018
2018-11-17,Ha Noi,13,SE,10.7,83,59,1014,27.0,17,11,2018
2018-11-18,Ha Noi,10,SE,3.9,85,53,1014,26.5,18,11,2018
2018-11-19,Ha Noi,9,ENE,7.0,86,95,1016,21.0,19,11,2018
2018-11-20,Ha Noi,10,ESE,1.6,83,79,1015,25.5,20,11,2018
2018-11-21,Ha Noi,13,ESE,6.8,79,71,1015,25.0,21,11,2018
2018-11-22,Ha Noi,11,ESE,1.5,65,78,1022,18.5,22,11,2018
2018-11-23,Ha Noi,5,SSE,0.0,59,42,1020,21.5,23,11,2018
2018-11-24,Ha Noi,5,ESE,0.6,68,31,1018,22.0,24,11,2018
2018-11-25,Ha Noi,9,SSE,0.2,65,37,1019,23.5,25,11,2018
2018-11-26,Ha Noi,7,NE,0.0,62,5,1019,24.0,26,11,2018
2018-11-27,Ha Noi,5,SW,0.0,65,3,1020,25.5,27,11,2018
2018-11-28,Ha Noi,6,W,0.0,65,1,1020,25.0,28,11,2018
2018-11-29,Ha Noi,7,SSW,0.0,67,26,1020,22.5,29,11,2018
2018-11-30,Ha Noi,6,ESE,0.0,78,56,1018,23.5,30,11,2018
2018-12-01,Ha Noi,10,ESE,0.6,81,59,1015,25.5,1,12,2018
2018-12-02,Ha Noi,12,SSE,1.5,82,64,1013,26.0,2,12,2018
2018-12-03,Ha Noi,13,SSE,0.2,80,52,1014,27.0,3,12,2018
2018-12-04,Ha Noi,11,SE,1.0,80,66,1015,26.5,4,12,2018
2018-12-05,Ha Noi,11,SE,0.1,80,46,1014,25.0,5,12,2018
2018-12-06,Ha Noi,10,SE,0.9,80,56,1013,26.0,6,12,2018
2018-12-07,Ha Noi,10,ENE,4.8,80,93,1016,22.5,7,12,2018
2018-12-08,Ha Noi,12,NNE,10.6,83,100,1020,15.0,8,12,2018
2018-12-09,Ha Noi,10,NNE,8.3,88,100,1021,13.0,9,12,2018
2018-12-10,Ha Noi,5,ENE,0.2,77,84,1020,17.5,10,12,2018
2018-12-11,Ha Noi,14,NNE,0.9,72,100,1022,14.5,11,12,2018
2018-12-12,Ha Noi,15,N,0.2,67,99,1026,11.5,12,12,2018
2018-12-13,Ha Noi,10,ENE,0.0,61,79,1026,14.5,13,12,2018
2018-12-14,Ha Noi,9,ENE,0.0,58,73,1025,16.5,14,12,2018
2018-12-15,Ha Noi,6,NE,0.0,63,50,1024,17.5,15,12,2018
2018-12-16,Ha Noi,11,E,0.0,59,52,1025,18.0,16,12,2018
2018-12-17,Ha Noi,8,S,0.0,54,7,1023,19.0,17,12,2018
2018-12-18,Ha Noi,6,ESE,0.0,58,4,1021,20.5,18,12,2018
2018-12-19,Ha Noi,8,SSE,0.0,74,44,1017,21.5,19,12,2018
2018-12-20,Ha Noi,7,S,0.0,77,49,1014,24.0,20,12,2018
2018-12-21,Ha Noi,8,S,0.3,80,48,1013,26.0,21,12,2018
2018-12-22,Ha Noi,8,SE,3.5,81,58,1015,25.0,22,12,2018
2018-12-23,Ha Noi,8,E,10.6,78,74,1017,25.0,23,12,2018
2018-12-24,Ha Noi,10,E,1.2,69,36,1017,22.0,24,12,2018
2018-12-25,Ha Noi,10,SE,0.1,73,48,1013,24.0,25,12,2018
2018-12-26,Ha Noi,7,SSE,0.1,78,45,1013,24.5,26,12,2018
2018-12-27,Ha Noi,10,ESE,2.0,83,85,1015,22.5,27,12,2018
2018-12-28,Ha Noi,13,NNE,19.9,83,100,1019,15.0,28,12,2018
2018-12-29,Ha Noi,15,NNE,7.2,77,100,1025,13.0,29,12,2018
2018-12-30,Ha Noi,15,NNE,1.1,75,95,1028,9.5,30,12,2018
2018-12-31,Ha Noi,12,ENE,1.6,64,57,1029,12.5,31,12,2018
2019-01-01,Ha Noi,9,ENE,0.0,61,80,1028,12.5,1,1,2019
2019-01-02,Ha Noi,7,SE,0.0,57,90,1027,13.0,2,1,2019
2019-01-03,Ha Noi,8,SE,0.0,62,82,1024,15.5,3,1,2019
2019-01-04,Ha Noi,7,E,0.0,75,79,1022,16.5,4,1,2019
2019-01-05,Ha Noi,7,SE,0.0,74,60,1021,20.5,5,1,2019
2019-01-06,Ha Noi,8,ESE,0.4,77,97,1020,19.5,6,1,2019
2019-01-07,Ha Noi,7,ESE,0.4,85,100,1019,21.0,7,1,2019
2019-01-08,Ha Noi,10,ENE,2.9,86,100,1019,17.5,8,1,2019
2019-01-09,Ha Noi,8,NE,8.4,85,100,1021,13.5,9,1,2019
2019-01-10,Ha Noi,7,E,0.6,83,98,1019,17.5,10,1,2019
2019-01-11,Ha Noi,6,E,0.1,81,87,1018,20.5,11,1,2019
2019-01-12,Ha Noi,9,SE,0.3,85,88,1018,22.0,12,1,2019
2019-01-13,Ha Noi,10,ESE,1.0,84,81,1017,22.5,13,1,2019
2019-01-14,Ha Noi,12,ESE,0.4,83,64,1016,22.5,14,1,2019
2019-01-15,Ha Noi,13,ENE,2.0,81,100,1018,18.0,15,1,2019
2019-01-16,Ha Noi,12,NE,6.7,77,97,1022,12.5,16,1,2019
2019-01-17,Ha Noi,7,ESE,0.0,66,59,1023,15.0,17,1,2019
2019-01-18,Ha Noi,7,E,0.0,66,69,1021,17.5,18,1,2019
2019-01-19,Ha Noi,7,SE,0.2,78,83,1018,20.5,19,1,2019
2019-01-20,Ha Noi,9,SE,0.9,83,81,1018,22.0,20,1,2019
2019-01-21,Ha Noi,15,NNE,4.4,69,100,1023,15.5,21,1,2019
2019-01-22,Ha Noi,7,SSW,0.0,51,55,1024,17.5,22,1,2019
2019-01-23,Ha Noi,8,SE,0.0,59,35,1020,18.0,23,1,2019
2019-01-24,Ha Noi,10,SE,0.0,71,82,1018,19.0,24,1,2019
2019-01-25,Ha Noi,8,ENE,0.5,81,66,1020,20.5,25,1,2019
2019-01-26,Ha Noi,6,E,0.3,78,61,1023,20.5,26,1,2019
2019-01-27,Ha Noi,9,SE,0.2,74,34,1021,20.0,27,1,2019
2019-01-28,Ha Noi,9,ESE,0.0,73,28,1019,21.5,28,1,2019
2019-01-29,Ha Noi,7,SE,0.0,77,67,1019,22.0,29,1,2019
2019-01-30,Ha Noi,16,SSE,1.1,75,63,1018,23.5,30,1,2019
2019-01-31,Ha Noi,10,ESE,1.7,76,75,1019,24.0,31,1,2019
2019-02-01,Ha Noi,11,SE,0.0,73,52,1020,23.0,1,2,2019
2019-02-02,Ha Noi,11,SE,0.0,75,64,1016,22.0,2,2,2019
2019-02-03,Ha Noi,9,SE,0.1,82,79,1016,22.5,3,2,2019
2019-02-04,Ha Noi,12,ESE,0.7,81,60,1017,23.5,4,2,2019
2019-02-05,Ha Noi,9,SE,0.3,82,67,1015,24.0,5,2,2019
2019-02-06,Ha Noi,16,SSE,0.5,73,44,1012,26.5,6,2,2019
2019-02-07,Ha Noi,11,SSE,0.0,71,9,1011,29.0,7,2,2019
2019-02-08,Ha Noi,14,SE,0.1,65,6,1011,30.0,8,2,2019
2019-02-09,Ha Noi,16,SE,0.1,71,27,1013,27.0,9,2,2019
2019-02-10,Ha Noi,16,SE,1.3,78,64,1018,25.0,10,2,2019
2019-02-11,Ha Noi,14,ESE,2.2,80,99,1022,21.5,11,2,2019
2019-02-12,Ha Noi,13,ESE,0.4,75,91,1022,22.0,12,2,2019
2019-02-13,Ha Noi,14,SE,1.1,78,75,1020,24.5,13,2,2019
2019-02-14,Ha Noi,14,SE,0.2,76,51,1018,23.5,14,2,2019
2019-02-15,Ha Noi,16,SE,1.6,79,74,1017,24.0,15,2,2019
2019-02-16,Ha Noi,15,SE,0.8,83,93,1015,24.0,16,2,2019
2019-02-17,Ha Noi,19,SE,11.8,89,98,1013,22.5,17,2,2019
2019-02-18,Ha Noi,14,SE,10.0,77,34,1010,25.5,18,2,2019
2019-02-19,Ha Noi,12,ESE,0.7,85,70,1013,24.0,19,2,2019
2019-02-20,Ha Noi,14,SE,6.3,82,65,1015,26.5,20,2,2019
2019-02-21,Ha Noi,13,SSE,0.5,73,48,1015,29.5,21,2,2019
2019-02-22,Ha Noi,12,ENE,3.8,77,98,1016,19.5,22,2,2019
2019-02-23,Ha Noi,10,ENE,0.6,78,98,1015,17.0,23,2,2019
2019-02-24,Ha Noi,11,ENE,0.1,66,95,1017,17.5,24,2,2019
2019-02-25,Ha Noi,11,E,0.0,66,83,1017,19.5,25,2,2019
2019-02-26,Ha Noi,11,ESE,0.3,70,80,1015,21.5,26,2,2019
2019-02-27,Ha Noi,13,SSE,0.1,75,66,1013,24.0,27,2,2019
2019-02-28,Ha Noi,17,SE,0.6,80,67,1013,25.0,28,2,2019
2019-03-01,Ha Noi,18,SE,0.5,80,81,1013,25.5,1,3,2019
2019-03-02,Ha Noi,17,SSE,0.5,79,65,1010,26.0,2,3,2019
2019-03-03,Ha Noi,15,SE,0.5,81,70,1010,25.5,3,3,2019
2019-03-04,Ha Noi,13,SE,9.7,84,74,1009,23.0,4,3,2019
2019-03-05,Ha Noi,14,SE,3.1,81,56,1008,27.5,5,3,2019
2019-03-06,Ha Noi,14,ESE,1.3,76,91,1011,22.5,6,3,2019
2019-03-07,Ha Noi,10,ESE,0.1,71,95,1015,21.0,7,3,2019
2019-03-08,Ha Noi,10,ESE,0.1,71,89,1014,21.5,8,3,2019
2019-03-09,Ha Noi,10,ESE,0.0,73,87,1011,22.5,9,3,2019
2019-03-10,Ha Noi,11,ENE,0.0,59,65,1014,21.5,10,3,2019
2019-03-11,Ha Noi,8,ESE,0.0,59,31,1015,24.5,11,3,2019
2019-03-12,Ha Noi,12,SE,0.0,62,6,1015,24.5,12,3,2019
2019-03-13,Ha Noi,13,SE,0.2,74,56,1014,24.0,13,3,2019
2019-03-14,Ha Noi,10,S,1.7,72,59,1017,27.0,14,3,2019
2019-03-15,Ha Noi,12,NNE,2.5,74,100,1020,20.0,15,3,2019
2019-03-16,Ha Noi,7,SSE,0.4,74,96,1019,20.5,16,3,2019
2019-03-17,Ha Noi,10,ESE,0.6,77,94,1017,22.0,17,3,2019
2019-03-18,Ha Noi,8,E,0.8,81,95,1016,21.5,18,3,2019
2019-03-19,Ha Noi,14,SE,0.9,84,91,1012,24.0,19,3,2019
2019-03-20,Ha Noi,16,SSE,0.3,78,58,1010,28.0,20,3,2019
2019-03-21,Ha Noi,14,SE,0.2,78,49,1009,29.0,21,3,2019
2019-03-22,Ha Noi,13,ESE,0.1,79,39,1009,28.0,22,3,2019
2019-03-23,Ha Noi,16,ENE,8.1,73,98,1015,22.0,23,3,2019
2019-03-24,Ha Noi,11,ENE,0.1,68,88,1017,21.0,24,3,2019
2019-03-25,Ha Noi,10,E,0.7,67,67,1017,22.0,25,3,2019
2019-03-26,Ha Noi,11,SE,0.0,76,76,1016,24.0,26,3,2019
2019-03-27,Ha Noi,12,SE,1.3,83,87,1015,25.0,27,3,2019
2019-03-28,Ha Noi,13,SE,1.6,83,85,1011,26.5,28,3,2019
2019-03-29,Ha Noi,13,ESE,1.1,80,65,1009,27.0,29,3,2019
2019-03-30,Ha Noi,12,ESE,1.1,79,55,1010,27.5,30,3,2019
2019-03-31,Ha Noi,13,SE,0.6,79,57,1012,27.5,31,3,2019
2019-04-01,Ha Noi,15,ESE,26.3,83,94,1016,25.0,1,4,2019
2019-04-02,Ha Noi,11,SE,1.1,81,81,1015,25.0,2,4,2019
2019-04-03,Ha Noi,14,SE,2.1,79,65,1014,27.0,3,4,2019
2019-04-04,Ha Noi,14,SE,4.0,80,80,1014,27.0,4,4,2019
2019-04-05,Ha Noi,10,ESE,2.8,84,91,1015,24.5,5,4,2019
2019-04-06,Ha Noi,12,SE,0.6,78,61,1013,27.0,6,4,2019
2019-04-07,Ha Noi,12,SE,1.3,85,72,1012,26.5,7,4,2019
2019-04-08,Ha Noi,15,SE,0.5,79,50,1009,29.0,8,4,2019
